time_real,4.06.1+multicore+atomic-mark+bench,,4.06.1+multicore+bench,,4.06.1+multicore+cas-promotion+bench,,4.06.1+multicore+xchg-writes+bench,,4.06.1+trunk+bench,
bdd,10.,0.,7.,0.,10.,0.,10.,0.,5.,0.
cpdf-merge,58.,0.,42.,nan,58.,0.,58.,0.,24.,0.
cpdf-reformat,55.,0.,41.,nan,55.,0.,55.,0.,24.,0.
cpdf-squeeze,69.,0.,50.,0.,69.,0.,69.,0.,32.,0.
cpdf-transform,31.,0.,21.,0.,31.,0.,31.,0.,13.,0.
frama-c-deflate,,,,,,,,,24.,0.
frama-c-idct,,,,,,,,,5.,nan
jsontrip-sample,2.,0.,2.,0.,2.,0.,2.,0.,2.,0.
kb,179.,0.,95.,0.,179.,0.,179.,0.,63.,0.
kb-no-exc,123.,0.,85.,0.,123.,0.,123.,0.,40.,0.
lexifi-g2pp,60.,0.,20.,0.,59.,0.,60.,0.,11.,0.
menhir-fancy,1.,0.,1.,0.,1.,0.,1.,0.,1.,0.
menhir-sql,40.,0.,21.,nan,40.,0.,40.,0.,17.,0.
menhir-standard,1.,0.,1.,0.,1.,0.,1.,0.,1.,0.
minilight,190.,0.,60.,0.,190.,0.,190.,0.,56.,0.
numal-durand-kerner-aberth,47.,0.,43.,0.,54.,0.,47.,0.,85.,0.
numal-fft,118.,0.,7.,0.,118.,0.,118.,0.,3.,0.
numal-k-means,2.,0.,2.,0.,2.,0.,2.,0.,0.,0.
numal-levinson-durbin,3815.,0.,3815.,0.,3815.,0.,3815.,0.,1755.,0.
numal-lu-decomposition,14.,0.,5.,0.,14.,0.,14.,0.,5.,0.
numal-naive-multilayer,710.,0.,234.,0.,710.,0.,710.,0.,143.,0.
numal-qr-decomposition,62.,0.,32.,0.,62.,0.,62.,0.,40.,0.
numal-rnd_access,1.,0.,1.,0.,1.,0.,1.,0.,0.,0.
numal-simple_access,51.,0.,7.,0.,51.,0.,51.,0.,8.,0.
patdiff,,,,,,,,,10.,0.
sequence,276.,0.,245.,0.,276.,0.,276.,0.,136.,0.
sequence-cps,1343.,0.,1248.,0.,1343.,0.,1343.,0.,898.,0.
setrip,31.,0.,21.,0.,31.,0.,31.,0.,10.,0.
setrip-smallbuf,31.,0.,21.,0.,31.,0.,31.,0.,9.,0.

compactions,4.06.1+multicore+atomic-mark+bench,,4.06.1+multicore+bench,,4.06.1+multicore+cas-promotion+bench,,4.06.1+multicore+xchg-writes+bench,,4.06.1+trunk+bench,
almabench,,,,,,,,,0.,0.
bdd,,,,,,,,,0.,0.
cpdf-merge,,,,,,,,,0.,0.
cpdf-reformat,,,,,,,,,0.,0.
cpdf-squeeze,,,,,,,,,0.,0.
cpdf-transform,,,,,,,,,0.,0.
frama-c-deflate,,,,,,,,,0.,0.
frama-c-idct,,,,,,,,,0.,nan
jsontrip-sample,,,,,,,,,0.,0.
kb,,,,,,,,,3.,0.
kb-no-exc,,,,,,,,,3.,0.
lexifi-g2pp,,,,,,,,,2.,0.
menhir-fancy,,,,,,,,,0.,0.
menhir-sql,,,,,,,,,0.,0.
menhir-standard,,,,,,,,,0.,0.
minilight,,,,,,,,,0.,0.
numal-durand-kerner-aberth,,,,,,,,,2.,0.
numal-fft,,,,,,,,,0.,0.
numal-k-means,,,,,,,,,0.,0.
numal-levinson-durbin,,,,,,,,,382.,0.
numal-lu-decomposition,,,,,,,,,0.,0.
numal-naive-multilayer,,,,,,,,,2.,0.
numal-qr-decomposition,,,,,,,,,0.,0.
numal-rnd_access,,,,,,,,,0.,0.
numal-simple_access,,,,,,,,,0.,0.
patdiff,,,,,,,,,1.,0.
sequence,,,,,,,,,2.,0.
sequence-cps,,,,,,,,,2.,0.
setrip,,,,,,,,,2.,0.
setrip-smallbuf,,,,,,,,,2.,0.

heap_words,4.06.1+multicore+atomic-mark+bench,,4.06.1+multicore+bench,,4.06.1+multicore+cas-promotion+bench,,4.06.1+multicore+xchg-writes+bench,,4.06.1+trunk+bench,
almabench,,,36864.,0.,,,,,491520.,0.
bdd,,,507542.,0.,,,,,650240.,0.
cpdf-merge,,,32442212.,nan,,,,,43174400.,0.
cpdf-reformat,,,26517234.,nan,,,,,28387328.,0.
cpdf-squeeze,,,27202597.,0.,,,,,37542912.,0.
cpdf-transform,,,6245942.,0.,,,,,14480384.,0.
frama-c-deflate,,,,,,,,,88571904.,0.
frama-c-idct,,,,,,,,,4685824.,nan
jsontrip-sample,,,94607.,0.,,,,,491520.,0.
kb,,,229376.,0.,,,,,430080.,0.
kb-no-exc,,,245760.,0.,,,,,494592.,0.
lexifi-g2pp,,,140259.,0.,,,,,163328.,0.
menhir-fancy,,,357664.,0.,,,,,491520.,0.
menhir-sql,,,34251643.,nan,,,,,43174400.,0.
menhir-standard,,,323978.,0.,,,,,491520.,0.
minilight,,,856666.,0.,,,,,748032.,0.
numal-durand-kerner-aberth,,,53248.,0.,,,,,73728.,0.
numal-fft,,,73334802.,0.,,,,,129609728.,0.
numal-k-means,,,560227.,0.,,,,,596992.,0.
numal-levinson-durbin,,,202736.,0.,,,,,122880.,0.
numal-lu-decomposition,,,6986778.,0.,,,,,8068096.,0.
numal-naive-multilayer,,,69986.,0.,,,,,73728.,0.
numal-qr-decomposition,,,289750.,0.,,,,,491520.,0.
numal-rnd_access,,,200032771.,0.,,,,,360491520.,0.
numal-simple_access,,,192855299.,0.,,,,,224531968.,0.
patdiff,,,,,,,,,3824640.,0.
sequence,,,32768.,0.,,,,,73728.,0.
sequence-cps,,,32768.,0.,,,,,73728.,0.
setrip,,,65539.,0.,,,,,73728.,0.
setrip-smallbuf,,,65539.,0.,,,,,73728.,0.

heap_chunks,4.06.1+multicore+atomic-mark+bench,,4.06.1+multicore+bench,,4.06.1+multicore+cas-promotion+bench,,4.06.1+multicore+xchg-writes+bench,,4.06.1+trunk+bench,
almabench,,,,,,,,,1.,0.
bdd,,,,,,,,,3.,0.
cpdf-merge,,,,,,,,,33.,0.
cpdf-reformat,,,,,,,,,30.,0.
cpdf-squeeze,,,,,,,,,32.,0.
cpdf-transform,,,,,,,,,20.,0.
frama-c-deflate,,,,,,,,,22.,0.
frama-c-idct,,,,,,,,,2.,nan
jsontrip-sample,,,,,,,,,1.,0.
kb,,,,,,,,,7.,0.
kb-no-exc,,,,,,,,,8.,0.
lexifi-g2pp,,,,,,,,,2.,0.
menhir-fancy,,,,,,,,,1.,0.
menhir-sql,,,,,,,,,33.,0.
menhir-standard,,,,,,,,,1.,0.
minilight,,,,,,,,,4.,0.
numal-durand-kerner-aberth,,,,,,,,,1.,0.
numal-fft,,,,,,,,,16.,0.
numal-k-means,,,,,,,,,2.,0.
numal-levinson-durbin,,,,,,,,,2.,0.
numal-lu-decomposition,,,,,,,,,21.,0.
numal-naive-multilayer,,,,,,,,,1.,0.
numal-qr-decomposition,,,,,,,,,1.,0.
numal-rnd_access,,,,,,,,,2.,0.
numal-simple_access,,,,,,,,,15.,0.
patdiff,,,,,,,,,11.,0.
sequence,,,,,,,,,1.,0.
sequence-cps,,,,,,,,,1.,0.
setrip,,,,,,,,,1.,0.
setrip-smallbuf,,,,,,,,,1.,0.

mean_space_overhead,4.06.1+multicore+atomic-mark+bench,,4.06.1+multicore+bench,,4.06.1+multicore+cas-promotion+bench,,4.06.1+multicore+xchg-writes+bench,,4.06.1+trunk+bench,
almabench,,,3680.923077,0.,,,,,,
bdd,,,14.810424,7.29001465121e-15,,,,,,
cpdf-squeeze,,,7.294476,0.,,,,,,
cpdf-transform,,,16.236638,0.,,,,,,
jsontrip-sample,,,293.100004,0.,,,,,,
kb,,,21.893423,0.,,,,,,
kb-no-exc,,,30.359817,3.6977816355e-15,,,,,,
lexifi-g2pp,,,73.220145,0.,,,,,,
menhir-fancy,,,31.433716,2.24246073186e-13,,,,,,
menhir-standard,,,33.68021,2.84622829121e-13,,,,,,
minilight,,,7.83822,0.,,,,,,
numal-durand-kerner-aberth,,,326.991857,4.02027398967e-13,,,,,,
numal-fft,,,0.511501,0.,,,,,,
numal-k-means,,,8.3166,3.59285861043e-15,,,,,,
numal-levinson-durbin,,,17.62961,0.,,,,,,
numal-lu-decomposition,,,11.459169,0.,,,,,,
numal-naive-multilayer,,,170.921103,0.,,,,,,
numal-qr-decomposition,,,15.005132,0.,,,,,,
numal-rnd_access,,,0.016277,0.,,,,,,
numal-simple_access,,,0.140047,0.,,,,,,
sequence,,,5699.646018,0.,,,,,,
sequence-cps,,,6588.647904,0.,,,,,,
setrip,,,618.883615,0.,,,,,,
setrip-smallbuf,,,618.261131,0.,,,,,,

